Container Number,Repacking Date,WH,Raw material ,Procesisng Type,Processing Type EN,Rpin,Pallets Number,Count of CartonsBins,Total Carton Weight KG,Total Bin Weight KG,FG ,FG Carton,Defects KG,Rotted KG,Month,Week,RM Code,RM Des,FG Code,FG Des,Unitcarton,Cartonpallet,Unitpallet,Act FG KG,FG STD KG,Material STD KG,Shrinkage Kgs,Over-weight kgs,Juice Apple kg,Packout,Shrinkage Kgs%,Over-weight kgs%,Juice Apple kg%,DATE&RPIN,Container&RPIN,Repacking Date&WH,Remark,????KG?,Defects KG ??
MNBU0371936,7/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2534,"00394198062500840870
00394198062500840887
00394198062500841976",9,0,3143,LFP ????,201,1100,18,6,Wk23,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2025KG,9.72,360,-97KG,71.28KG,"1,118",62.16%,3%,2%,36%,250607R2534,MNBU0371936R2534,20250607SH,,,
MNBU0371936,9/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2534,"00394198062598800002
00394198062598800003
00394198062598800004",3,0,1044,LFP ????,64,410,4,6,Wk24,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,630KG,9.72,360,-36KG,7.92KG,414,59.59%,3%,1%,40%,250609R2534,MNBU0371936R2534,20250609SH,,,
MNBU0371936,9/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2775,"00394198062500842928
00394198062500842935
00394198062500842966",6.7,0,2331,LFP ????,182,450,6,6,Wk24,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1875KG,9.72,360,-81KG,105.96KG,456,75.89%,3%,5%,20%,250609R2775,MNBU0371936R2775,20250609SH,,,
MNBU0371936,10/06/2025,SH,53-58mm Mixed bin ????,??,repacking,R2886,"00394198062503600001
00394198062503600002",2,0,693,SFP ????,80,148,1,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,544KG,6.63,360,-27KG,13.6KG,149,76.54%,4%,2%,22%,250610R2886,MNBU0371936R2886,20250610SH,,,
MNBU0371936,10/06/2025,SH,53-58mm Mixed bin ????,??,repacking,R2919,"00394198062500856260
00394198062500856277
00394198062500856345",5,0,1730,SFP ????,184,323,5,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,1402KG,6.63,360,-70KG,182.08KG,328,70.52%,4%,11%,19%,250610R2919,MNBU0371936R2919,20250610SH,,,
MNBU0371936,10/06/2025,SH,53-58mm Mixed bin ????,??,repacking,R2900,00394198062500856260,2,0,695,SFP ????,74,110,1,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,584KG,6.63,360,-25KG,93.38KG,111,70.59%,4%,13%,16%,250610R2900,MNBU0371936R2900,20250610SH,,,
MNBU0371936,10/06/2025,SH,53-58mm Mixed bin ????,??,repacking,R2925,00394198062500848357,3,0,1045,SFP ????,110,349,5,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,691KG,6.63,360,-35KG,0KG,354,66.12%,3%,0%,34%,250610R2925,MNBU0371936R2925,20250610SH,,,
MNBU0371936,11/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2775,"00394198062500842966
00394198062500843352
00394198062500844311",8.3,0,2889,LFP ????,201,1089,7,6,Wk24,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1793KG,9.72,360,-99KG,0KG,"1,096",62.06%,3%,0%,38%,250611R2775,MNBU0371936R2775,20250611SH,,,
MNBU0371936,11/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2925,"00394198062500848371
00394198062500848395",4.3,0,1495,LFP ????,85,669,5,6,Wk24,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,821KG,9.72,360,-53KG,0KG,674,54.92%,4%,0%,45%,250611R2925,MNBU0371936R2925,20250611SH,,,
MNBU0371936,12/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2925,"00394198062500848395
00394198062500850237",4.7,0,1636,LFP ????,88,959,5,6,Wk24,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,672KG,9.72,360,-56KG,0KG,964,41.08%,3%,0%,59%,250612R2925,MNBU0371936R2925,20250612SH,,,
MNBU0371936,12/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2900,"00394198062500844366
00394198062500844557
00394198062500848197",9,0,3133,LFP ????,227,1204.5,7,6,Wk24,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1921.5KG,9.72,360,-107KG,0KG,"1,212",61.33%,3%,0%,39%,250612R2900,MNBU0371936R2900,20250612SH,,,
MNBU9006615,13/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2872,"00394198062500406700
00394198062500408209
00394198062500416716",9,0,3118,LFP ????,202,1436,9.7,6,Wk24,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1672.3KG,9.72,360,-122KG,0KG,"1,446",53.63%,4%,0%,46%,250613R2872,MNBU9006615R2872,20250613SH,,,
MNBU9006615,13/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1580,"00394198062500377895
00394198062500379486",6,0,2123,LFP ????,128,1028.8,6,6,Wk24,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1088.2KG,9.72,360,-37KG,0KG,"1,035",51.26%,2%,0%,49%,250613R1580,MNBU9006615R1580,20250613SH,,,
MNBU9006615,14/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1580,00394198062500392768,2.03,0,706,LFP ????,41,360,2,6,Wk24,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,344KG,9.72,360,-24.8KG,0KG,362,48.73%,4%,0%,51%,250614R1580,MNBU9006615R1580,20250614SH,,,
MNBU9006615,15/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1580,"00394198062500379608
00394198062500384152
00394198062500388846
00394198062500388983
00394198062500389003",15,0,5185,LFP ????,275,2860,15,6,Wk25,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2310KG,9.72,360,-215KG,0KG,"2,875",44.55%,4%,0%,55%,250615R1580,MNBU9006615R1580,20250615SH,,,
CXRU1485982,9/06/2025,SZ,63/5T Rocki,??,Rework,-,,112,787.4,8960,63/5T Rocki,97,1200,0,6,Wk24,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-412.64KG,7.03,7.03,0KG,0KG,"1,200",86.61%,0%,0%,13%,250609-,CXRU1485982-,20250609SZ,??,0.088,105.6
SZLU9492861,9/06/2025,SZ,63/5T Rocki,??,Rework,-,,224,1574.7,17920,63/5T Rocki,195,2320,0,6,Wk24,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-745.28KG,7.03,7.03,0KG,0KG,"2,320",87.05%,0%,0%,13%,250609-,SZLU9492861-,20250609SZ,??,0.088,204.16
OERU4196708,9/06/2025,SZ,63/5T Rocki,??,Rework,-,,336,2362.1,26880,63/5T Rocki,292,3520,0,6,Wk24,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1157.92KG,7.03,7.03,0KG,0KG,"3,520",86.90%,0%,0%,13%,250609-,OERU4196708-,20250609SZ,??,0.088,309.76
TEMU9321455,9/06/2025,SZ,63/5T Rocki,??,Rework,-,,280,1968.4,22400,63/5T Rocki,244,2880,0,6,Wk24,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-911.6KG,7.03,7.03,0KG,0KG,"2,880",87.14%,0%,0%,13%,250609-,TEMU9321455-,20250609SZ,??,0.088,253.44
TRIU8746529,9/06/2025,SZ,63/5  Rocki,??,Rework,-,,384,2334.7,30720,63/5  Rocki,322,4960,0,6,Wk24,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-2625.28KG,6.08,6.08,0KG,0KG,"4,960",83.85%,0%,0%,16%,250609-,TRIU8746529-,20250609SZ,??,0.0778,385.888
CGMU8028178,9/06/2025,SZ,63/5  Rocki,??,Rework,-,,468,2845.4,37440,63/5  Rocki,401,5360,0,6,Wk24,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-2514.56KG,6.08,6.08,0KG,0KG,"5,360",85.68%,0%,0%,14%,250609-,CGMU8028178-,20250609SZ,??,0.0778,417.008
CGMU9406143,10/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2919,"‘00394219037825015496
00394219037825015540",7,0,2440,LFP ????,189,749,5,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1686KG,9.72,360,-80KG,0KG,754,69.10%,3%,0%,31%,250610R2919,CGMU9406143R2919,20250610SZ,,,
CGMU9406143,10/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R1230,"’00394219037825015731
00394219037825015762",6,0,2106,LFP ????,139,741.5,6,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1358.5KG,9.72,360,-54KG,7.42KG,748,64.15%,3%,0%,35%,250610R1230,CGMU9406143R1230,20250610SZ,,,
OERU4077210,11/06/2025,SZ,67mm bin,??,repacking,R2919,"00394198062500437711
00394198062500445037
00394198062500447024",6.8,0,2353,67/5 Rocki,170,770.5,15,6,Wk24,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),RK107515567170,Rockit Apple 67/5 Rocki,15,112,1680,1567.5KG,7.85,360,-95KG,233KG,786,56.71%,4%,10%,33%,250611R2919,OERU4077210R2919,20250611SZ,,,
OERU4077210,11/06/2025,SZ,67mm bin,??,repacking,R2329,00394198062500449868,3,0,1048,67/5 Rocki,78,380,10,6,Wk24,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),RK107515567170,Rockit Apple 67/5 Rocki,15,112,1680,658KG,7.85,360,-32KG,45.7KG,390,58.43%,3%,4%,37%,250611R2329,OERU4077210R2329,20250611SZ,,,
OERU4077210,11/06/2025,SZ,67mm bin,??,repacking,R1580,00394198062500360910,3,0,1045,67/5 Rocki,75,347,9.5,6,Wk24,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),RK107515567170,Rockit Apple 67/5 Rocki,15,112,1680,688.5KG,7.85,360,-35KG,99.75KG,357,56.34%,3%,10%,34%,250611R1580,OERU4077210R1580,20250611SZ,,,
CGMU9406143,12/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2919,00394219037825015595,2,0,701,LFP ????,50,148,2,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,551KG,9.72,360,-19KG,65KG,150,69.33%,3%,9%,21%,250612R2919,CGMU9406143R2919,20250612SZ,,,
CGMU5633977,12/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R1580,00394219037825061325,2,0,696,LFP ????,50,148,2,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,546KG,9.72,360,-24KG,60KG,150,69.83%,3%,9%,22%,250612R1580,CGMU5633977R1580,20250612SZ,,,
CGMU5633977,12/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2477,00394219037825061325,1,0,346,LFP ????,24,74,1,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,271KG,9.72,360,-14KG,37.72KG,75,67.42%,4%,11%,22%,250612R2477,CGMU5633977R2477,20250612SZ,,,
CGMU5633977,12/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2967,00394219037825054983,4,0,1390,LFP ????,107,296.5,5,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1088.5KG,9.72,360,-50KG,48.46KG,302,74.82%,4%,3%,22%,250612R2967,CGMU5633977R2967,20250612SZ,,,
CGMU5633977,12/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2926,00394219037825054747,2,0,690,LFP ????,53,150,2,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,538KG,9.72,360,-30KG,22.84KG,152,74.66%,4%,3%,22%,250612R2926,CGMU5633977R2926,20250612SZ,,,
CGMU5633977,12/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2947,00394219037825058042,3,0,1048,LFP ????,88,223,5,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,820KG,9.72,360,-32KG,0KG,228,78.24%,3%,0%,22%,250612R2947,CGMU5633977R2947,20250612SZ,,,
CGMU5633977,13/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2918,00394219037825054655,3,0,1050,LFP ????,78,257.5,4.43,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,788.07KG,9.72,360,-30KG,29.91KG,262,72.21%,3%,3%,25%,250613R2918,CGMU5633977R2918,20250613SZ,,,
CGMU5633977,13/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2926,00394219037825054815,3,0,1039,LFP ????,76,264,4.65,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,770.35KG,9.72,360,-41KG,31.63KG,269,71.10%,4%,3%,26%,250613R2926,CGMU5633977R2926,20250613SZ,,,
CGMU5633977,13/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2329,00394219037825063237,3,0,1050,LFP ????,81,259.3,4.2,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,786.5KG,9.72,360,-30KG,0KG,264,74.90%,3%,0%,25%,250613R2329,CGMU5633977R2329,20250613SZ,,,
CGMU5633977,13/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2880,00394219037825059377,1,0,347,LFP ????,25,77.2,1.22,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,268.58KG,9.72,360,-13KG,25.58KG,78,70.03%,4%,7%,23%,250613R2880,CGMU5633977R2880,20250613SZ,,,
SEGU9532641,13/06/2025,SZ,63/5T Rocki,??,Rework,,,224,1574.7,17920,63/5T Rocki,188,2880,0,6,Wk24,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1305.28KG,7.03,7.03,0KG,0KG,"2,880",83.93%,0%,0%,16%,250613,SEGU9532641,20250613SZ,,0.088,253.44
TEMU9321455,14/06/2025,SZ,63/5  Rocki,??,Rework,,,97,589.8,7760,63/5*8,165,1160,0,6,Wk24,RK108016563195,Rockit Apple 63/5 Normal Rocki,63/5*8,63/5*8,8,149,1192,-570.24KG,3.04,6.08,0KG,0KG,"1,160",85.05%,0%,0%,15%,250614,TEMU9321455,20250614SZ,,0.0778,90.248
CGMU5633977,14/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2880,00394219037825059377,1,0,349,LFP ????,21,125,0.8,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,223.2KG,9.72,360,-11KG,19.08KG,126,58.49%,3%,5%,36%,250614R2880,CGMU5633977R2880,20250614SZ,,,
CGMU5633977,14/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2918,00394219037825054884,1,0,350,LFP ????,28,51.94,0.82,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,297.24KG,9.72,360,-10KG,25.08KG,53,77.76%,3%,7%,15%,250614R2918,CGMU5633977R2918,20250614SZ,,,
CGMU5633977,14/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2724,00394219037825054884,2,0,700,LFP ????,55,151.73,1.76,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,546.51KG,9.72,360,-20KG,11.91KG,153,76.37%,3%,2%,22%,250614R2724,CGMU5633977R2724,20250614SZ,,,
CGMU5633977,14/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R1232,00394219037825056130,3,0,1047,LFP ????,76,361.36,2.73,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,682.91KG,9.72,360,-33KG,0KG,364,65.23%,3%,0%,35%,250614R1232,CGMU5633977R1232,20250614SZ,,,
CGMU5633977,14/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2919,00394219037825056642,3,0,1051,LFP ????,79,205.97,2.78,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,842.25KG,9.72,360,-29KG,74.37KG,209,73.06%,3%,7%,20%,250614R2919,CGMU5633977R2919,20250614SZ,,,
CGMU5633977,14/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2851,00394219037825063268,2,0,696,LFP ????,56,160,2.11,6,Wk24,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,533.89KG,9.72,360,-24KG,0KG,162,76.71%,3%,0%,23%,250614R2851,CGMU5633977R2851,20250614SZ,,,
CGMU5633977,16/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2851,"‘00394219037825063268
00394219037825063343",1.3,0,453,LFP ????,32,120,,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,333.5KG,9.72,360,-15KG,22.46KG,120,68.66%,3%,5%,26%,250616R2851,CGMU5633977R2851,20250616SZ,,,
CGMU5633977,16/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2967,’00394219037825055362,5,0,1768,LFP ????,130,459,,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1309.2KG,9.72,360,-32KG,45.6KG,459,71.47%,2%,3%,26%,250616R2967,CGMU5633977R2967,20250616SZ,,,
CGMU5633977,16/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2918,00394219037825054518,3,0,1046,LFP ????,75,276,4,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,766.5KG,9.72,360,-34KG,37.5KG,280,69.69%,3%,4%,27%,250616R2918,CGMU5633977R2918,20250616SZ,,,
CGMU5633977,16/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2926,"00394219037825054655
00394219037825054747",4,0,1404,LFP ????,106,366,4,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1033.8KG,9.72,360,-36KG,3.48KG,370,73.38%,3%,0%,26%,250616R2926,CGMU5633977R2926,20250616SZ,,,
CGMU5633977,17/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2851,‘00394219037825063268,2.4,0,838,SFP ????,91,127,,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,711.5KG,6.63,360,-26KG,108.17KG,127,72.00%,3%,13%,15%,250617R2851,CGMU5633977R2851,20250617SZ,,,
CGMU5633977,17/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2919,00394219037825060687,3,0,1048,SFP ????,116,159,6,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,883KG,6.63,360,-32KG,113.92KG,165,73.39%,3%,11%,16%,250617R2919,CGMU5633977R2919,20250617SZ,,,
CGMU5633977,17/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2534,00394219037825054235,2,0,701,SFP ????,79,106,2,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,593KG,6.63,360,-19KG,69.23KG,108,74.72%,3%,10%,15%,250617R2534,CGMU5633977R2534,20250617SZ,,,
CGMU8006311,18/06/2025,SZ,63/5T Rocki,??,Rework,,,112,787.4,8960,63/5T Rocki,99,1040,,6,Wk25,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-252.64KG,7.03,7.03,0KG,0KG,"1,040",88.39%,0%,0%,12%,250618,CGMU8006311,20250618SZ,??,0.088,91.52
SEGU9583968,18/06/2025,SZ,63/5T Rocki,??,Rework,,,737,5181.1,58960,63/5T Rocki,650,6960,,6,Wk25,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1778.89KG,7.03,7.03,0KG,0KG,"6,960",88.20%,0%,0%,12%,250618,SEGU9583968,20250618SZ,??,0.088,612.48
MNBU9006615,16/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1580,"00394198062500389027
00394198062500389379
00394198062500392805
00394198062500392812",12,0,4176,LFP ????,210,2350,10,6,Wk25,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1816KG,9.72,360,-144KG,0KG,"2,360",43.49%,3%,0%,57%,250616R1580,MNBU9006615R1580,20250616SH,,,
MNBU9006615,16/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1936,00394198062500392829,1.5,0,506,LFP ????,25,276,3,6,Wk25,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,227KG,9.72,360,-16KG,0KG,279,44.86%,3%,0%,55%,250616R1936,MNBU9006615R1936,20250616SH,,,
CGMU6599136,17/06/2025,SH,63/5  Rocki,??,Rework,,,256,1556.5,20480,63/5  Rocki,217,3120,0,6,Wk25,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-1563.52KG,6.08,6.08,0KG,0KG,"3,120",84.77%,0%,0%,15%,250617,CGMU6599136,20250617SH,??,0.0778,242.736
CGMU6599136,17/06/2025,SH,63/5  Rocki,??,Rework,,,256,1556.5,20480,63/5  Rocki,215,3280,0,6,Wk25,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-1723.52KG,6.08,6.08,0KG,0KG,"3,280",83.98%,0%,0%,16%,250617,CGMU6599136,20250617SH,??,0.0778,255.184
MNBU4079706,17/06/2025,SH,63/5  Rocki,??,Rework,,,256,1556.5,20480,63/5  Rocki,216,3200,0,6,Wk25,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-1643.52KG,6.08,6.08,0KG,0KG,"3,200",84.38%,0%,0%,16%,250617,MNBU4079706,20250617SH,??,0.0778,248.96
MNBU4208193,17/06/2025,SH,63/5  Rocki,??,Rework,,,207,1258.6,16560,63/5  Rocki,180,2160,0,6,Wk25,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-901.44KG,6.08,6.08,0KG,0KG,"2,160",86.96%,0%,0%,13%,250617,MNBU4208193,20250617SH,??,0.0778,168.048
CGMU5633977,19/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2534,00394219037825054235,1,0,348,LFP ????,23,101,0,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,247.5KG,9.72,360,-12KG,23.94KG,101,64.24%,3%,7%,29%,250619R2534,CGMU5633977R2534,20250619SZ,,,
CGMU5633977,19/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R1232,00394219037825056376,3,0,1046,LFP ????,76,253,3,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,790.5KG,9.72,360,-34KG,51.78KG,256,70.62%,3%,5%,24%,250619R1232,CGMU5633977R1232,20250619SZ,,,
CGMU5633977,19/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2919,00394219037825059377,1,0,352,LFP ????,26,65,3,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,284KG,9.72,360,-8KG,31.28KG,68,71.80%,2%,9%,19%,250619R2919,CGMU5633977R2919,20250619SZ,,,
CGMU5633977,19/06/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2851,00394219037825063343,0.3,0,104,LFP ????,7,14,0,6,Wk25,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,90KG,9.72,360,-4KG,21.96KG,14,65.42%,4%,21%,13%,250619R2851,CGMU5633977R2851,20250619SZ,,,
TEMU9321455,20/06/2025,SZ,67/5 Rocki,??,Rework,,,50,392.5,4000,63/5*8,80,800,0,6,Wk25,RK107515567170,Rockit Apple 67/5 Rocki,63/5*8,63/5*8,8,149,1192,-407.5KG,3.04,7.85,0KG,0KG,800,80.00%,0%,0%,20%,250620,TEMU9321455,20250620SZ,???,0.111,88.8
