Container Number,Repacking Date,WH,Raw material ,Procesisng Type,Processing Type EN,Rpin,Pallets Number,Count of CartonsBins,Total Carton Weight KG,Total Bin Weight KG,FG ,FG Carton,Defects KG,Rotted KG,Month,Week,RM Code,RM Des,FG Code,FG Des,Unitcarton,Cartonpallet,Unitpallet,Act FG KG,FG STD KG,Material STD KG,Shrinkage Kgs,Over-weight kgs,Juice Apple kg,Packout,Shrinkage Kgs%,Over-weight kgs%,Juice Apple kg%,DATE&RPIN,Container&RPIN,Repacking Date&WH,Remark,????KG?,Defects KG ??
MNBU9031752,28/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1580,"00394198062500381595
00394198062500389409
00394198062500392034",7,,2450,LFP ????,164,918,5,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1528KG,9.72,360,-70KG,0KG,922,62.37%,3%,0%,38%,250628R1580,MNBU9031752R1580,20250628SH,,,
MNBU9031752,28/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1936,"00394198062500400081
00394198062500396032",7.3,,2570,LFP ????,177,932,5,6,Wk26,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1633KG,9.72,360,-68.8KG,0KG,937,63.54%,3%,0%,36%,250628R1936,MNBU9031752R1936,20250628SH,,,
MNBU9031752,29/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1936,00394198062500400388,1.7,,582,LFP ????,40,200,1,6,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,381.5KG,9.72,360,-19.2KG,0KG,201,65.55%,3%,0%,34%,250629R1936,MNBU9031752R1936,20250629SH,,,
MNBU9031752,29/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R1149,00394198062500401019,3,,1049,LFP ????,69,378,2,6,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,669KG,9.72,360,-31KG,0KG,380,63.78%,3%,0%,36%,250629R1149,MNBU9031752R1149,20250629SH,,,
MNBU9031752,29/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2872,"00394198062500406397
00394198062500416709",5,,1740,LFP ????,115,620,2,6,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1118KG,9.72,360,-60KG,0.2KG,622,64.24%,3%,0%,36%,250629R2872,MNBU9031752R2872,20250629SH,,,
MNBU9031752,29/06/2025,SH,52-63mm Mixed bin ????,??,repacking,R2850,00394198062500400302,3,,1046,LFP ????,70,363,2,6,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,681.5KG,9.72,360,-34KG,1.1KG,365,65.05%,3%,0%,35%,250629R2850,MNBU9031752R2850,20250629SH,,,
ONEU9110392,30/06/2025,SH,53-58mm Mixed bin ????,??,repacking,R2850,"00394219037825082801
00394219037825082849
00394219037825082900",8.2,,2900,SFP ????,350,464,2,6,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,2435KG,6.63,360,-66.4KG,114.5KG,465,80.02%,2%,4%,16%,250630R2850,ONEU9110392R2850,20250630SH,,,
MNBU9031752,1/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2919,"00394198062500416709
00394198062500420683",4,,1391,LFP ????,80,643,2,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,746KG,9.72,360,-49KG,0KG,645,53.63%,4%,0%,46%,250701R2919,MNBU9031752R2919,20250701SH,,,
MNBU0663141,1/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2944,00394219037825077371,2,,691,LFP ????,55,129,2,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,560.5KG,9.72,360,-29KG,25.9KG,131,77.37%,4%,4%,19%,250701R2944,MNBU0663141R2944,20250701SH,,,
MNBU0663141,1/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2873,"00394219037825076725
00394219037825077159
00394219037825077210",7,,2418,LFP ????,200,300,5,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2113KG,9.72,360,-102KG,169KG,305,80.40%,4%,7%,13%,250701R2873,MNBU0663141R2873,20250701SH,,,
MNBU0663141,1/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2219,00394219037825076725,1.1,,397,LFP ????,31,41,2,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,354.5KG,9.72,360,-13.4KG,53.18KG,43,75.90%,3%,13%,11%,250701R2219,MNBU0663141R2219,20250701SH,,,
MNBU3808911,2/07/2025,SH,63mmT bin,??,repacking,R2919,"00394198062500436967
00394198062500439166
00394198062500445006",9,,3140,63/5T Rocki,323,805,0,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,2335KG,7.03,360,-100KG,64.31KG,805,72.31%,3%,2%,26%,250702R2919,MNBU3808911R2919,20250702SH,?????,,
MNBU0676787,2/07/2025,SH,63mmT bin,??,repacking,R1751,"‘00394198062500860335
00394198062500860359
00394198062500860366",6,,2121,63/5T Rocki,210,536,0,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,1584.6KG,7.03,360,-39KG,108.3KG,536,69.60%,2%,5%,25%,250702R1751,MNBU0676787R1751,20250702SH,?????,,
MNBU0676787,2/07/2025,SH,63mmT bin,??,repacking,R2919,"’00394198062500856291
00394198062500856321
00394198062500859674
00394198062500860359",9.8,,3431,63/5T Rocki,350,874,0,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,2556.2KG,7.03,360,-90.3KG,95.7KG,874,71.72%,3%,3%,25%,250702R2919,MNBU0676787R2919,20250702SH,?????,,
CGMU5633787,3/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2724,00394219037825062414,2.5,,878,LFP ????,58,306,5,7,Wk27,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,567KG,9.72,360,-22KG,3.24KG,311,64.21%,3%,0%,35%,250703R2724,CGMU5633787R2724,20250703SZ,,,
SEKU9126837,3/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2919,00394198062500431733,3,,1057,LFP ????,78,351,6,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,700.5KG,9.72,360,-23KG,0KG,357,66.27%,2%,0%,34%,250703R2919,SEKU9126837R2919,20250703SZ,,,
SEKU9126837,3/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R1230,00394198062500454572,3,,1056,LFP ????,76,343,8,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,705.5KG,9.72,360,-24KG,0KG,351,66.81%,2%,0%,33%,250703R1230,SEKU9126837R1230,20250703SZ,,,
SEKU9126837,3/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R1580,00394198062500379585,0.8,,277,LFP ????,16,71,,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,206.5KG,9.72,360,-11KG,50.98KG,71,56.14%,4%,18%,25%,250703R1580,SEKU9126837R1580,20250703SZ,,,
SEKU9126837,4/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R1580,"00394198062500379431
00394198062500379448
00394198062500379455
00394198062500379585
00394198062500379929",12.6,,4450,LFP ????,304,1712,50,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2688KG,9.72,360,-86KG,0KG,"1,762",60.40%,2%,0%,40%,250704R1580,SEKU9126837R1580,20250704SZ,,,
SEKU9126837,4/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2919,00394198062500447031,3,,1050,LFP ????,45,525,11,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,514KG,9.72,360,-30KG,76.6KG,536,41.66%,3%,7%,51%,250704R2919,SEKU9126837R2919,20250704SZ,,,
MNBU0663141,4/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2776,"00394219037825075995
00394219037825076251
00394219037825076275",9,,3126,LFP ????,261,654,4,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2468KG,9.72,360,-114KG,0KG,658,78.95%,4%,0%,21%,250704R2776,MNBU0663141R2776,20250704SH,,,
MNBU0663141,4/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2219,00394219037825076725,0.9,,298,LFP ????,23,58,1,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,239KG,9.72,360,-11.6KG,15.44KG,59,75.02%,4%,5%,20%,250704R2219,MNBU0663141R2219,20250704SH,,,
MNBU0663141,4/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2933,"00394219037825075629
00394219037825075704
00394219037825075766
00394219037825075803",9.3,,3261,LFP ????,222,1220,3,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2038KG,9.72,360,-90.6KG,0KG,"1,223",62.50%,3%,0%,38%,250704R2933,MNBU0663141R2933,20250704SH,,,
TLLU1059606,4/07/2025,SH,72mm Z Pack Tray,??,repacking,R1230,25024955,35,0,580,72/4,70,116,0,7,Wk27,ROC1201072120,Rockit Apple 72mm Tray (72/0),ROC04812472120,Rockit Apple 72/4 424g,12,128,1536,463.68KG,6.08,16.5,0KG,38.08KG,116,73.43%,0%,7%,20%,250704R1230,TLLU1059606R1230,20250704SH,OLE,,
OERU4279783,5/07/2025,SZ,63mmT bin,??,repacking,R1173,00394198062500839430,3,,1061,63/5T Rocki,99,283,11,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,767.5KG,7.03,360,-19KG,71.53KG,294,65.60%,2%,7%,28%,250705R1173,OERU4279783R1173,20250705SZ,??,,
OERU4279783,5/07/2025,SZ,63mmT bin,??,repacking,R2534,"00394198062500840856
00394198062500840863
00394198062500840955
00394198062500840962",12,,4255,63/5T Rocki,398,1142,42,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,3071.8KG,7.03,360,-65KG,273.86KG,"1,183",65.76%,2%,6%,28%,250705R2534,OERU4279783R2534,20250705SZ,?????,,
SEKU9126837,7/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R1580,"00394198062500377888
00394198062500379660",4.6,,1612,LFP ????,86,772,16,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,824.28KG,9.72,360,-44KG,0KG,788,51.13%,3%,0%,49%,250707R1580,SEKU9126837R1580,20250707SZ,,,
SEKU9126837,7/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2919,00394198062500445020,3,,1055,LFP ????,78,322,10,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,722.72KG,9.72,360,-25KG,0KG,332,68.50%,2%,0%,31%,250707R2919,SEKU9126837R2919,20250707SZ,,,
CGMU8028178,7/07/2025,SZ,72mm Z Pack Tray,??,repacking,R2934,25031854,49,0,811,72/4,93,195,0,7,Wk28,ROC1201072120,Rockit Apple 72mm Tray (72/0),ROC04812472120,Rockit Apple 72/4 424g,12,128,1536,616.032KG,6.08,16.5,0KG,50.592KG,195,69.68%,0%,6%,24%,250707R2934,CGMU8028178R2934,20250707SZ,OLE,,
TLLU1059606,5/07/2025,SH,72mm Z Pack Tray,??,repacking,"R1262
R1230
R1936","25017780
25017377
25024955",78,0,1292,72/4,154,272,0,7,Wk27,ROC1201072120,Rockit Apple 72mm Tray (72/0),ROC04812472120,Rockit Apple 72/4 424g,12,128,1536,1020.096KG,6.08,16.5,0KG,83.776KG,272,72.49%,0%,6%,21%,"250705R1262
R1230
R1936","TLLU1059606R1262
R1230
R1936",20250705SH,OLE,,
MNBU0676787,5/07/2025,SH,63mmT bin,??,repacking,R2919,00394198062500859827,1.8,0,619,63/5T Rocki,63,93,3,7,Wk27,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,523KG,7.03,360,-36.2KG,80.11KG,96,71.55%,6%,13%,16%,250705R2919,MNBU0676787R2919,20250705SH,?????,,
MNBU0663141,5/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2933,00394219037825075803,2.7,0,932,LFP ????,64,327,5,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,600KG,9.72,360,-36.4KG,0KG,332,64.38%,4%,0%,36%,250705R2933,MNBU0663141R2933,20250705SH,,,
MNBU0663141,5/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2851,"00394219037825077036
00394219037825077081",7,0,2424,LFP ????,190,321,7,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2096KG,9.72,360,-96KG,249.2KG,328,76.19%,4%,10%,14%,250705R2851,MNBU0663141R2851,20250705SH,,,
MNBU0663141,5/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2880,"00394219037825076275
00394219037825076374",3.6,0,1264,LFP ????,98,218,6,7,Wk27,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1041KG,9.72,360,-42.8KG,88.44KG,223,75.36%,3%,7%,18%,250705R2880,MNBU0663141R2880,20250705SH,,,
MNBU0663141,7/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2880,"00394219037825076947
00394219037825077005
00394219037825076374",6.4,0,2217,LFP ????,172,618,3,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1596KG,9.72,360,-76.2KG,0KG,621,71.99%,3%,0%,28%,250707R2880,MNBU0663141R2880,20250707SH,,,
MNBU0663141,7/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2776,00394219037825076169,2,0,698,LFP ????,54,190,2,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,506.5KG,9.72,360,-22KG,0KG,192,72.56%,3%,0%,27%,250707R2776,MNBU0663141R2776,20250707SH,,,
MNBU0663141,7/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2219,00394219037825076848,3,0,1050,LFP ????,80,224,2,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,824KG,9.72,360,-30KG,46.4KG,226,74.06%,3%,4%,22%,250707R2219,MNBU0663141R2219,20250707SH,,,
MNBU0663141,7/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R1233,00394219037825075889,1,0,348,LFP ????,29,80,1,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,267.5KG,9.72,360,-12KG,0KG,81,76.87%,3%,0%,23%,250707R1233,MNBU0663141R1233,20250707SH,,,
MNBU0663141,7/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2926,00394219037825075889,1.3,0,438,LFP ????,34,99,1,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,338.5KG,9.72,360,-12KG,8.02KG,100,75.45%,3%,2%,23%,250707R2926,MNBU0663141R2926,20250707SH,,,
ONEU9110392,7/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2850,"00394219037825082733
00394219037825083013",3.8,0,1302,SFP ????,155,160,1,7,Wk28,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,1141KG,6.63,360,-51.6KG,113.35KG,161,78.93%,4%,9%,12%,250707R2850,ONEU9110392R2850,20250707SH,,,
ONEU9110392,7/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2447,"00394219037825070167
00394219037825082610
00394219037825082658
00394219037825082733",7,0,2436,SFP ????,288,247,2,7,Wk28,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,2187.5KG,6.63,360,-84KG,278.06KG,249,78.38%,3%,11%,10%,250707R2447,ONEU9110392R2447,20250707SH,,,
ONEU9110392,7/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2329,00394219037825084034,1.7,0,583,SFP ????,68,67,1,7,Wk28,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,515.5KG,6.63,360,-18.2KG,64.66KG,68,77.33%,3%,11%,12%,250707R2329,ONEU9110392R2329,20250707SH,,,
MNBU0663141,8/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2926,"00394219037825075841
00394219037825075889",3.8,0,1310,LFP ????,98,420,3,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,887.5KG,9.72,360,-40KG,0KG,423,67.75%,3%,0%,32%,250708R2926,MNBU0663141R2926,20250708SH,,,
KKFU6774213,8/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R1230,"’00394198062500452356
00394198062500454732
00394198062500456033
00394198062500457382",11,0,3857,LFP ????,253,1510,5,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2342KG,9.72,360,-103KG,0KG,"1,515",60.72%,3%,0%,39%,250708R1230,KKFU6774213R1230,20250708SH,,,
KKFU6774213,8/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2329,"‘00394198062500446515
00394198062500452356",1.3,0,463,LFP ????,30,149,1,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,313.5KG,9.72,360,-12.2KG,21.9KG,150,62.98%,3%,5%,32%,250708R2329,KKFU6774213R2329,20250708SH,,,
MNBU0676787,9/07/2025,SH,63mmT bin,??,repacking,R2919,00394198062500859827,1,0,340,63/5T Rocki,34,84,1,7,Wk28,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,255.5KG,7.03,360,-9.2KG,16.48KG,85,70.30%,3%,5%,25%,250709R2919,MNBU0676787R2919,20250709SH,?????,,
MNBU0676787,9/07/2025,SH,63mmT bin,??,repacking,R2919,"’00394198062500859841
00394198062500859889
00394198062500859902
00394198062500859919
00394198062500859926
00394198062500860007
00394198062500859827",18.9,0,6590,63/5T Rocki,688,1590,5,7,Wk28,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,4995KG,7.03,360,-214KG,158.36KG,"1,595",73.39%,3%,2%,24%,250709R2919,MNBU0676787R2919,20250709SH,?????,,
CGMU5380837,10/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2919,"00394198062500425701
00394198062500425770
00394198062500425787
00394198062500426388
00394198062500426395
00394198062500426425",16.5,0,5804,LFP ????,361,1544,43,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,4217.5KG,9.72,360,-136KG,708.58KG,"1,587",60.46%,2%,12%,27%,250710R2919,CGMU5380837R2919,20250710SZ,,,
CGMU5380837,11/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2919,"00394198062500426982
00394198062500427644
00394198062500427828
00394198062500427835
00394198062500428931",15,0,5234,LFP ????,352,1904,26,7,Wk28,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,3304.33KG,9.72,360,-166KG,0KG,"1,930",63.13%,3%,0%,37%,250711R2919,CGMU5380837R2919,20250711SZ,,,
SEGU9516682,11/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2899,00394219037825054006,1.3,0,450,LFP ????,23,166,2,7,Wk28,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,281.92KG,9.72,360,-18KG,58.36KG,168,49.68%,4%,13%,37%,250711R2899,SEGU9516682R2899,20250711SZ,,,
OERU4279783,12/07/2025,SZ,63mmT bin,??,repacking,R2534,"00394198062500840894
00394198062500840931",6,0,2106,63/5T Rocki,205,611,23,7,Wk28,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,1472KG,7.03,360,-54KG,30.85KG,634,68.43%,3%,1%,30%,250712R2534,OERU4279783R2534,20250712SZ,OLE,,
TEMU9321455,12/07/2025,SZ,63/5T Rocki,??,Rework,-,,112,787.4,8960,63/5T Rocki,85,2160,0,7,Wk28,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1372.64KG,7.03,7.03,0KG,0KG,"2,160",75.89%,0%,0%,24%,250712-,TEMU9321455-,20250712SZ,?????,,
OERU4195147,12/07/2025,SZ,63/5T Rocki,??,Rework,-,,271,1905.1,21680,63/5T Rocki,212,4720,0,7,Wk28,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-2814.87KG,7.03,7.03,0KG,0KG,"4,720",78.23%,0%,0%,22%,250712-,OERU4195147-,20250712SZ,?????,,
MNBU0676787,10/07/2025,SH,63mmT bin,??,repacking,R2919,"00394198062500859827
00394198062500859841
00394198062500859889
00394198062500859902
00394198062500859919
00394198062500859926",15.9,0,5560,63/5T Rocki,593,1301,41,7,Wk28,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,4218.4KG,7.03,360,-174.8KG,49.61KG,"1,342",74.98%,3%,1%,24%,250710R2919,MNBU0676787R2919,20250710SH,?????,,
ONEU9110392,12/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2329,00394219037825083808,1.3,0,465,SFP ????,50,72,1,7,Wk28,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,392.5KG,6.63,360,-13.8KG,61KG,73,71.29%,3%,13%,16%,250712R2329,ONEU9110392R2329,20250712SH,,,
ONEU9110392,12/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2901,00394219037825084126,2.5,0,886,SFP ????,100,122,2,7,Wk28,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,762.5KG,6.63,360,-28.4KG,99.5KG,124,74.83%,3%,11%,14%,250712R2901,ONEU9110392R2901,20250712SH,,,
ONEU9110392,14/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2901,"00394219037825084171
00394219037825084034",4.5,0,1558,SFP ????,180,290,2,7,Wk29,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,1266KG,6.63,360,-47.6KG,72.6KG,292,76.60%,3%,5%,19%,250714R2901,ONEU9110392R2901,20250714SH,,,
ONEU9110392,14/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2926,"00394219037825082610
00394219037825083549",5,0,1729,SFP ????,204,278,2,7,Wk29,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,1449KG,6.63,360,-71KG,96.48KG,280,78.23%,4%,6%,16%,250714R2926,ONEU9110392R2926,20250714SH,,,
ONEU9110392,14/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2851,"00394219037825083013
00394219037825083105
00394219037825083198",7.5,0,2608,SFP ????,308,394,3,7,Wk29,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,2211KG,6.63,360,-77.6KG,168.96KG,397,78.30%,3%,6%,15%,250714R2851,ONEU9110392R2851,20250714SH,,,
KKFU6774213,15/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2329,"00394198062500447109
00394198062500447154
00394198062500447192
00394198062500449653
00394198062500449677",14.4,0,5022,LFP ????,323,2045,5,7,Wk29,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2972KG,9.72,360,-147.6KG,0KG,"2,050",59.18%,3%,0%,41%,250715R2329,KKFU6774213R2329,20250715SH,,,
SEKU9051229,16/07/2025,SH,63/5  Rocki,??,Rework,-,,128,778.2,10240,63/5  Rocki,98,2240,0,7,Wk29,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-1461.76KG,6.08,6.08,0KG,0KG,"2,240",78.13%,0%,0%,22%,250716-,SEKU9051229-,20250716SH,??,,
MNBU4285538,16/07/2025,SH,63/5  Rocki,??,Rework,-,,162,985,12960,63/5  Rocki,108,2720,0,7,Wk29,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-1735.04KG,6.08,6.08,0KG,0KG,"2,720",79.01%,0%,0%,21%,250716-,MNBU4285538-,20250716SH,??,,
