Repacking Date,Month,Week,WH,Raw material Code,Raw Des,Procesisng Type,Rpin,Container Number,Pallets Number,Count of Cartons/Bins,Total Bin Weight KG,Shrinkage Kgs,Shrinkage %,FG Code,FG Des,Units/carton,FG Specification,Carton/Pallet,FG Pallets,FG Carton,FG Unit,FG Weight,FG Standard Weight,Overweight KG,Defects KG,Rotted KG,Defect rate,Labor cost,FG Sample,Puntures,The Rate of Spoilted ,Bruise,The Rate of Cosmetic,JA Sample,Export Fruit,The Rate of Export Fruit,Remark,Processing Number,Juice Apple(KG),The Rate of Overweight KG,The Rate of Juice Apple(KG),Packout,Arrival Date,Arrival Date&Container Number,Container&RPIN,Month,DATE,Date&Rpin,Standard weight
1/04/2025,4,14,SH,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R2919,FBIU5138860,"‘00394198062500174937
00394198062500176689",6,2050KG,-110KG,-0.053658537KG,ROC144916165140,Large Family Pack,9,9??,44,3.295454545,145,1305,1575KG,1.082KG,162.99KG,452,23,0,"2,001.00",,,,,,,,,,,475,7.95%,23.17%,68.88%,250326,250326FBIU5138860,FBIU5138860R2919,4,250401,250401R2919,9.738
23/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,FBIU5138860,"‘00394198062500203460
00394198062500203491
00394198062500205129",8,2733KG,-147KG,-0.053787047KG,ROC144916165140,Large Family Pack,9,9??,44,4.204545455,185,1665,1718KG,1.082KG,0KG,1003,12,0,"2,645.00",,,,,,,,,,,1015,0.00%,37.14%,62.86%,250326,250326FBIU5138860,FBIU5138860R2900,4,250423,250423R2900,9.738
23/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,FBIU5138860,"’00394198062500203460
00394198062500208755",4,1370KG,-70KG,-0.051094891KG,ROC144916165140,Large Family Pack,9,9??,44,2.136363636,94,846,886KG,1.082KG,0KG,477,7,0,"1,265.00",,,,,,,,,,,484,0.00%,35.33%,64.67%,250326,250326FBIU5138860,FBIU5138860R1230,4,250423,250423R1230,9.738
24/04/2025,4,17,SH,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R2919,FBIU5138860,"’00394198062500178263
00394198062500178485",6,2065KG,-95KG,-0.046004843KG,Rockit Apple SFP,Small Family Pack,11,11?1,65,3.138461538,204,2244,1246KG,0.602727273KG,0KG,809,10,0,"3,450.00",,,,,,,,,,,819,0.00%,39.66%,60.34%,250326,250326FBIU5138860,FBIU5138860R2919,4,250424,250424R2919,6.63
16/03/2025,3,12,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2919,SEKU9132974,"00394198062500104910
00394198062500104958
00394198062500104965
00394198062500105030
00394198062500105078
00394198062500105108",15,5120,-280,-0.0546875,ROC08016563117,63/5t,16,63/5T*16,112,5.482142857,614,9824,4537.7KG,0.44KG,215.14KG,576,6,0,4255,,,,,,,,,,,582.3,4.20%,11.37%,84.43%,250315,250315SEKU9132974,SEKU9132974R2919,3,250316,250316R2919,7.04
16/03/2025,3,12,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2886,SEKU9132974,"00394198062500105078
00394198062500105108",3,1022,-58,-0.056751468,ROC08016563117,63/5t,16,63/5T*16,112,1.098214286,123,1968,904.5KG,0.44KG,38.58KG,116,2,0,851,,,,,,,,,,,117.5,3.77%,11.50%,84.73%,250315,250315SEKU9132974,SEKU9132974R2886,3,250316,250316R2886,7.04
17/03/2025,3,12,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2886,SEKU9132974,"00394198062500109007
00394198062500109021
00394198062500105115",9,3083,-157,-0.050924424,ROC08016563117,63/5t,16,63/5T*16,112,3.285714286,368,5888,2733.2KG,0.44KG,142.48KG,346,4,0,2530,,,,,,,,,,,349.8,4.62%,11.35%,84.03%,250315,250315SEKU9132974,SEKU9132974R2886,3,250317,250317R2886,7.04
17/03/2025,3,12,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2925,SEKU9132974,00394198062500109038,3,1033,-47,-0.045498548,ROC08016563117,63/5t,16,63/5T*16,112,1.089285714,122,1952,916.7KG,0.44KG,57.82KG,115,1,0,874,,,,,,,,,,,116.3,5.60%,11.26%,83.14%,250315,250315SEKU9132974,SEKU9132974R2925,3,250317,250317R2925,7.04
17/03/2025,3,12,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2919,SEKU9132974,00394198062500104972,3,1029,-51,-0.049562682,ROC08016563117,63/5t,16,63/5T*16,112,1.071428571,120,1920,911.6KG,0.44KG,66.8KG,116,1,0,874,,,,,,,,,,,117.4,6.49%,11.41%,82.10%,250315,250315SEKU9132974,SEKU9132974R2919,3,250317,250317R2919,7.04
18/03/2025,3,12,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2886,SEKU9132974,"00394198062500106976
00394198062500108208
00394198062500108215
00394198062500108796
00394198062500108932
00394198062500108970",18,6162,-318,-0.051606621,ROC08016563117,63/5t,16,63/5T*16,112,6.5625,735,11760,5462.5KG,0.44KG,288.1KG,692,8,0,5175,,,,,,,,,,,699.5,4.68%,11.35%,83.97%,250315,250315SEKU9132974,SEKU9132974R2886,3,250318,250318R2886,7.04
18/03/2025,3,12,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2919,SEKU9132974,"00394198062500108789
00394198062500108826",6,2065,-95,-0.046004843,ROC08016563117,63/5t,16,63/5T*16,112,2.1875,245,3920,1831.5KG,0.44KG,106.7KG,231,3,0,1794,,,,,,,,,,,233.5,5.17%,11.31%,83.53%,250315,250315SEKU9132974,SEKU9132974R2919,3,250318,250318R2919,7.04
21/03/2025,3,12,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2886,SEKU9132974,00394198062500108192,3,1032,-48,-0.046511628,ROC08016563117,63/5t,16,63/5T*16,112,1.098214286,123,1968,914.7KG,0.44KG,48.78KG,116,1,0,874,,,,,,,,,,,117.3,4.73%,11.37%,83.91%,250315,250315SEKU9132974,SEKU9132974R2886,3,250321,250321R2886,7.04
21/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1021,FSCU5717565,"00394198062500212813
00394198062500214787
00394198062500214770
00394198062500214701
00394198062500217825",15,5106KG,-294KG,-0.057579318KG,ROC144916165140,Large Family Pack,9,9??,44,7.159090909,315,2835,3038.7KG,1.082KG,0KG,2065,2,0,"4,278.00",,,,,,,,,,,2067.3,0.00%,40.49%,59.51%,250325,250325FSCU5717565,FSCU5717565R1021,4,250421,250421R1021,9.738
22/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2534,FSCU5717565,"00394198062500222379
00394198062500222324
00394198062500222546",7,2310.5KG,-209.5KG,-0.090673014KG,ROC144916165140,Large Family Pack,9,9??,44,3.136363636,138,1242,1362.1KG,1.082KG,18.256KG,943,5,0,"1,909.00",,,,,,,,,,,948.4,0.79%,41.05%,58.16%,250325,250325FSCU5717565,FSCU5717565R2534,4,250422,250422R2534,9.738
22/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,FSCU5717565,"00394198062500222522
00394198062500222546
00394198062500222553
00394198062500222560
00394198062500222607
00394198062500222966
00394198062500222997
00394198062500223024",20,6906KG,-294KG,-0.042571677KG,ROC144916165140,Large Family Pack,9,9??,44,9.931818182,437,3933,5948.1KG,1.082KG,1692.594KG,943,15,0,"5,980.00",,,,,,,,,,,957.9,24.51%,13.87%,61.62%,250325,250325FSCU5717565,FSCU5717565R2886,4,250422,250422R2886,9.738
22/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,FSCU5717565,00394198062500243107,2,701KG,-19KG,-0.027104137KG,ROC144916165140,Large Family Pack,9,9??,44,1.068181818,47,423,480.7KG,1.082KG,23.014KG,218,3,0,644,,,,,,,,,,,220.3,3.28%,31.43%,65.29%,250325,250325FSCU5717565,FSCU5717565R1230,4,250422,250422R1230,9.738
22/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1021,FSCU5717565,00394198062500218129,3,1034KG,-46KG,-0.044487427KG,ROC144916165140,Large Family Pack,9,9??,44,1.431818182,63,567,687.09KG,1.082KG,73.596KG,344,3,0,874,,,,,,,,,,,346.91,7.12%,33.55%,59.33%,250325,250325FSCU5717565,FSCU5717565R1021,4,250422,250422R1021,9.738
23/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,FSCU5717565,"00394198062500237137
00394198062500242285
00394198062500242438
00394198062500243107",10,3497KG,-103KG,-0.029453818KG,ROC144916165140,Large Family Pack,9,9??,44,4.886363636,215,1935,2086.7KG,1.082KG,0KG,1407,3,0,"2,967.00",,,,,,,,,,,1410.3,0.00%,40.33%,59.67%,250325,250325FSCU5717565,FSCU5717565R1230,4,250423,250423R1230,9.738
23/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2534,FSCU5717565,00394198062500222379,1,349KG,-11KG,-0.031518625KG,ROC144916165140,Large Family Pack,9,9??,44,0.454545455,20,180,196.3KG,1.082KG,1.54KG,152,1,0,276,,,,,,,,,,,152.7,0.44%,43.75%,55.81%,250325,250325FSCU5717565,FSCU5717565R2534,4,250423,250423R2534,9.738
23/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,FSCU5717565,"00394198062500222553
00394198062500223024",2,697.4KG,-22.6KG,-0.03240608KG,ROC144916165140,Large Family Pack,9,9??,44,0.772727273,34,306,329.78KG,1.082KG,0KG,367,1,1,506,,,,,,,,,,,367.62,0.00%,52.71%,47.29%,250325,250325FSCU5717565,FSCU5717565R2886,4,250423,250423R2886,9.738
14/04/2025,4,16,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1021,MNBU4146825,"’00394198062500212882
00394198062500214749
00394198062500215524
00394198062500217986",12,4093,-227,-0.055460542,ROC08016563117,63/5,16,5,128,4.0703125,521,8336,3347.8KG,0.389KG,105.096KG,742,4,0,"4,370.00",,,,,,,,,,,745.2,2.57%,18.21%,79.23%,250325,250325MNBU4146825,MNBU4146825R1021,4,250414,250414R1021,6.224
14/04/2025,4,16,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2534,MNBU4146825,‘00394198062500222386,3,1028,-52,-0.050583658,ROC08016563117,63/5,16,5,128,1,128,2048,841.4KG,0.389KG,44.728KG,185,1,0,"1,127.00",,,,,,,,,,,186.6,4.35%,18.15%,77.50%,250325,250325MNBU4146825,MNBU4146825R2534,4,250414,250414R2534,6.224
19/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,MNBU4146825,00394198062500222669,3,1038KG,-42KG,-0.040462428KG,ROC144916165140,Large Family Pack,9,9??,44,1.409090909,62,558,592.5KG,1.082KG,0KG,445,1,0,874,,,,,,,,,,,445.5,0.00%,42.92%,57.08%,250325,250325MNBU4146825,MNBU4146825R2886,4,250419,250419R2886,9.738
20/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,MNBU4146825,"00394198062500222737
00394198062500222690
00394198062500222584
00394198062500222713
00394198062500222645",15,5189KG,-211KG,-0.040662941KG,ROC144916165140,Large Family Pack,9,9??,44,7.068181818,311,2799,2962.6KG,1.082KG,0KG,2223,4,0,"4,462.00",,,,,,,,,,,2226.4,0.00%,42.91%,57.09%,250325,250325MNBU4146825,MNBU4146825R2886,4,250420,250420R2886,9.738
20/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1021,MNBU4146825,"00394198062500211441
00394198062500213841
00394198062500212875
00394198062500211373
00394198062500202621",12,4152KG,-168KG,-0.040462428KG,ROC144916165140,Large Family Pack,9,9??,44,5.659090909,249,2241,4147KG,1.082KG,1722.238KG,2,3,0,"3,335.00",,,,,,,,,,,5,41.48%,0.12%,58.40%,250325,250325MNBU4146825,MNBU4146825R1021,4,250420,250420R1021,9.738
21/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,MNBU4146825,00394198062502013209,3,1038KG,-42KG,-0.040462428KG,ROC144916165140,Large Family Pack,9,9??,44,1.363636364,60,540,606.5KG,1.082KG,22.22KG,430,2,0,874,,,,,,,,,,,431.5,2.14%,41.57%,56.29%,250325,250325MNBU4146825,MNBU4146825R1230,4,250421,250421R1230,9.738
21/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,MNBU4146825,"00394198062500210239
00394198062500211441",4,1384KG,-56KG,-0.040462428KG,ROC144916165140,Large Family Pack,9,9??,44,1.931818182,85,765,1075.7KG,1.082KG,247.97KG,307,2,0,"1,196.00",,,,,,,,,,,308.3,17.92%,22.28%,59.81%,250325,250325MNBU4146825,MNBU4146825R2900,4,250421,250421R2900,9.738
21/04/2025,4,17,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2710,MNBU4146825,00394198062500222621,2,692KG,-28KG,-0.040462428KG,ROC144916165140,Large Family Pack,9,9??,44,1.022727273,45,405,439KG,1.082KG,0.79KG,252,1,0,621,,,,,,,,,,,253,0.11%,36.56%,63.33%,250325,250325MNBU4146825,MNBU4146825R2710,4,250421,250421R2710,9.738
26/03/2025,3,13,SH,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),Repacking,R2919,MNBU4282837,"00394198062500166260
00394198062500166345
00394198062500166437",8,2736KG,-144KG,-0.052631579KG,ROC07515567170,67/5,15,67/5*15,112,2.616071429,293,4395,2136.5KG,0.555KG,0KG,596,4,0,"2,116.00",,,,,,,,,,,599.5,0.00%,21.91%,78.09%,250320,250320MNBU4282837,MNBU4282837R2919,3,250326,250326R2919,8.325
26/03/2025,3,13,SH,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),Repacking,R1230,MNBU4282837,00394198062500161975,1,345KG,-15KG,-0.043478261KG,ROC07515567170,67/5,15,67/5*15,112,0.330357143,37,555,269KG,0.555KG,0KG,75,1,0,253,,,,,,,,,,,76,0.00%,22.03%,77.97%,250320,250320MNBU4282837,MNBU4282837R1230,3,250326,250326R1230,8.325
26/03/2025,3,13,SH,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),Repacking,R2900,MNBU4282837,"00394198062500161975
00394198062500166437",3,1028KG,-52KG,-0.050583658KG,ROC07515567170,67/5,15,67/5*15,112,0.973214286,109,1635,802.5KG,0.555KG,0KG,224,2,0,805,,,,,,,,,,,225.5,0.00%,21.94%,78.06%,250320,250320MNBU4282837,MNBU4282837R2900,3,250326,250326R2900,8.325
2/04/2025,4,14,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1149,MNBU4282837,00394198062500150122,3,1028KG,-52KG,-0.050583658KG,ROC08016563117,63/5,16,5,128,1.09375,140,2240,870.2KG,0.389KG,0KG,156,2,0,759,,,,,,,,,,,157.8,0.00%,15.35%,84.65%,250320,250320MNBU4282837,MNBU4282837R1149,4,250402,250402R1149,6.224
12/04/2025,4,15,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1149,MNBU4282837,"00394198062500146620
00394198062500134726
00394198062500142516
00394198062500142967
00394198062500141731
00394198062500134870
00394198062500142097",18,6225KG,-255KG,-0.040963855KG,ROC08016563117,63/5,16,5,128,5.9765625,765,12240,5178.2KG,0.389KG,416.84KG,1036,11,0,"6,141.00",,,,,,,,,,,1046.8,6.70%,16.82%,76.49%,250320,250320MNBU4282837,MNBU4282837R1149,4,250412,250412R1149,6.224
12/04/2025,4,15,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1230,MNBU4282837,00394198062500152423,3,1036KG,-44KG,-0.042471042KG,ROC08016563117,63/5,16,5,128,0.875,112,1792,858.1KG,0.389KG,161.012KG,176,2,0,897,,,,,,,,,,,177.9,15.54%,17.17%,67.29%,250320,250320MNBU4282837,MNBU4282837R1230,4,250412,250412R1230,6.224
13/04/2025,4,16,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1149,MNBU4282837,"00394198062500142097
00394198062500152331
00394198062500145432
00394198062500141731
00394198062500142165",10,3460KG,-140KG,-0.040462428KG,ROC08016563117,63/5,16,5,128,3.3046875,423,6768,2920KG,0.389KG,287.248KG,534,6,0,"3,565.00",,,,,,,,,,,540,8.30%,15.61%,76.09%,250320,250320MNBU4282837,MNBU4282837R1149,4,250413,250413R1149,6.224
14/04/2025,4,16,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1149,MNBU4282837,"00394198062500146651
00394198062500142165",3,1041KG,-39KG,-0.037463977KG,ROC08016563117,63/5,16,5,128,0.9765625,125,2000,872.2KG,0.389KG,94.2KG,167,2,0,"1,012.00",,,,,,,,,,,168.8,9.05%,16.22%,74.74%,250320,250320MNBU4282837,MNBU4282837R1149,4,250414,250414R1149,6.224
18/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1021,MNBU4330690,"’00394198062500211472
00394198062500212899
00394198062500214718
00394198062500214763
00394198062500215494
00394198062500215517
00394198062500215531
00394198062500217832
00394198062500218099",25,8698,-302,-0.034720625,ROC144916165140,Large Family Pack,9,9??,44,13.45454545,592,5328,6009KG,1.082KG,244.104KG,2676,14,0,"8,257.00",,,,,,,,,,,2689,2.81%,30.92%,66.28%,250326,250326MNBU4330690,MNBU4330690R1021,4,250418,250418R1021,9.738
19/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,MNBU4330690,"‘00394198062500230312
00394198062500234501
00394198062500236833
00394198062500236987",12,4165,-155,-0.037214886,ROC144916165140,Large Family Pack,9,9??,44,5.795454545,255,2295,2475.7KG,1.082KG,0KG,1687,3,0,"3,634.00",,,,,,,,,,,1689.3,0.00%,40.56%,59.44%,250326,250326MNBU4330690,MNBU4330690R1230,4,250419,250419R1230,9.738
19/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,MNBU4330690,"00394198062500237014
00394198062500237052
00394198062500237106",9,3120,-120,-0.038461538,Rockit Apple SFP,Small Family Pack,11,11?1,65,5.107692308,332,3652,2455.8KG,0.602727273KG,254.64KG,661,4,0,"5,635.00",,,,,,,,,,,664.2,8.16%,21.29%,70.55%,250326,250326MNBU4330690,MNBU4330690R1230,4,250419,250419R1230,6.63
19/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,MNBU4330690,"’00394198062500226766
00394198062500228241
00394198062500228678
00394198062500229910",12,4184,-136,-0.03250478,Rockit Apple SFP,Small Family Pack,11,11?1,65,7.076923077,460,5060,3157.5KG,0.602727273KG,107.7KG,1023,4,0,"7,544.00",,,,,,,,,,,1026.5,2.57%,24.53%,72.89%,250326,250326MNBU4330690,MNBU4330690R2886,4,250419,250419R2886,6.63
17/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,MNBU4330690,‘00394198062500211472,2,688,-32,-0.046511628,Rockit Apple SFP,Small Family Pack,11,11?1,65,1.153846154,75,825,510.5KG,0.602727273KG,13.25KG,175,3,0,"1,265.00",,,,,,,,,,,177.5,1.93%,25.80%,72.27%,250326,250326MNBU4330690,MNBU4330690R2900,4,250417,250417R2900,6.63
26/03/2025,3,13,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2534,MNBU4565673,"00394198062500222331
00394198062500222355
00394198062500222362",9,3088,-152,-0.049222798,ROC08016563117,63/5t,16,63/5T*16,112,3.267857143,366,5856,2134.2KG,0.44KG,0KG,948,6,0,2944,,,,,,,,,,,953.8,0.00%,30.89%,69.11%,250325,250325MNBU4565673,MNBU4565673R2534,3,250326,250326R2534,7.04
26/03/2025,3,13,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1021,MNBU4565673,"00394198062500215500
00394198062500218105",6,2081,-79,-0.037962518,ROC08016563117,63/5t,16,63/5T*16,112,2.178571429,244,3904,1423.8KG,0.44KG,0KG,654,3,0,2001,,,,,,,,,,,657.2,0.00%,31.58%,68.42%,250325,250325MNBU4565673,MNBU4565673R1021,3,250326,250326R1021,7.04
26/03/2025,3,13,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1230,MNBU4565673,"00394198062500200087
00394198062500208441",3,1039,-41,-0.03946102,,63/3,16,63/3*16,176,1.204545455,212,3392,739.2KG,0.26375KG,0KG,298,2,0,"1,311.00",,,,,,,,,,,299.8,0.00%,28.85%,71.15%,250325,250325MNBU4565673,MNBU4565673R1230,3,250326,250326R1230,4.22
26/03/2025,3,13,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2900,MNBU4565673,"00394198062500200087
00394198062500203477
00394198062500205075
00394198062500208342
00394198062500208380
00394198062500208441
00394198062500208847
00394198062500209080",21,7279KG,-281KG,-0.038604204KG,ROC08016563117,63/5,16,63/5*16,128,7.4609375,955,15280,5262.6KG,0.389KG,0KG,2003,13,0,"7,636.00",,,,,,,,,,,2016.4,0.00%,27.70%,72.30%,250325,250325MNBU4565673,MNBU4565673R2900,3,250326,250326R2900,6.224
10/04/2025,4,15,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,MNBU4565673,"00394198062500208403
00394198062500200513",4,1385,-55,-0.039711191,ROC144916165140,Large Family Pack,9,9??,44,2.204545455,97,873,1158,1.082KG,213.414KG,225,2,0,"1,311.00",,,,,,,,,,,227,15.41%,16.39%,68.20%,250325,250325MNBU4565673,MNBU4565673R2900,4,250410,250410R2900,9.738
10/04/2025,4,15,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,MNBU4565673,00394198062500200513,1,346,-14,-0.040462428,ROC144916165140,Large Family Pack,9,9??,44,0.5,22,198,272,1.082KG,57.764KG,73,1,0,299,,,,,,,,,,,74,16.69%,21.39%,61.92%,250325,250325MNBU4565673,MNBU4565673R1230,4,250410,250410R1230,9.738
11/04/2025,4,15,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,MNBU4565673,00394198062500200513,1,344,-16,-0.046511628,ROC144916165140,Large Family Pack,9,9??,44,0.477272727,21,189,268,1.082KG,63.502KG,75,1,0,299,,,,,,,,,,,76,18.46%,22.09%,59.45%,250325,250325MNBU4565673,MNBU4565673R1230,4,250411,250411R1230,9.738
11/04/2025,4,15,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,MNBU4565673,00394198062500201114,3,1039,-41,-0.03946102,ROC144916165140,Large Family Pack,9,9??,44,1.772727273,78,702,854,1.082KG,94.436KG,184,1,0,"1,035.00",,,,,,,,,,,185,9.09%,17.81%,73.11%,250325,250325MNBU4565673,MNBU4565673R2900,4,250411,250411R2900,9.738
13/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,MNBU4565673,00394198062500207833,3,1040,-40,-0.038461538,ROC144916165140,Large Family Pack,9,9??,44,1.75,77,693,857,1.082KG,107.174KG,182,1,0,"1,058.00",,,,,,,,,,,183,10.31%,17.60%,72.10%,250325,250325MNBU4565673,MNBU4565673R2900,4,250413,250413R2900,9.738
14/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1021,MNBU4565673,00394198062500214732,1,345,-15,-0.043478261,ROC144916165140,Large Family Pack,9,9??,44,0.590909091,26,234,282,1.082KG,28.812KG,62,1,0,345,,,,,,,,,,,63,8.35%,18.26%,73.39%,250325,250325MNBU4565673,MNBU4565673R1021,4,250414,250414R1021,9.738
16/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1021,MNBU4565673,00394198062500214732,2,691,-29,-0.041968162,ROC144916165140,Large Family Pack,9,9??,44,1.181818182,52,468,568,1.082KG,61.624KG,122,1,0,690,,,,,,,,,,,123,8.92%,17.80%,73.28%,250325,250325MNBU4565673,MNBU4565673R1021,4,250416,250416R1021,9.738
16/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,MNBU4565673,"00394198062500203507
00394198062500201107",6,2077,-83,-0.039961483,ROC144916165140,Large Family Pack,9,9??,44,3.568181818,157,1413,1705,1.082KG,176.134KG,369,3,0,"2,116.00",,,,,,,,,,,372,8.48%,17.91%,73.61%,250325,250325MNBU4565673,MNBU4565673R2900,4,250416,250416R2900,9.738
26/03/2025,3,13,SH,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),Repacking,R2919,SEKU9295143,"‘00394198062500167205
00394198062500173787
00394198062500176733
00394198062500178478",12,4141KG,-179KG,-0.043226274KG,ROC07515567170,67/5,15,67/5*15,112,3.705357143,415,6225,2912KG,0.555KG,0KG,1211,18,0,"3,128.00",,,,,,,,,,,1229,0.00%,29.68%,70.32%,250324,250324SEKU9295143,SEKU9295143R2919,3,250326,250326R2919,8.325
28/03/2025,3,13,SH,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),Repacking,R2534,SEKU9295143,"’00394198062500185568
00394198062500185681
00394198062500188682
00394198062500193051",12,4139KG,-181KG,-0.04373037KG,ROC07515567170,67/5,15,67/5*15,112,3.696428571,414,6210,2907.5KG,0.555KG,0KG,1213,19,0,"3,128.00",,,,,,,,,,,1231.5,0.00%,29.75%,70.25%,250324,250324SEKU9295143,SEKU9295143R2534,3,250328,250328R2534,8.325
10/04/2025,4,15,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,TTNU8686472,"00394198062500134696
00394198062500134719
00394198062500134818
00394198062500134856",12,4117,-203,-0.049307748,ROC144916165140,Large Family Pack,9,9??,44,6.818181818,300,2700,2880,1.082KG,0KG,1230,7,0,"4,117.00",,,,,,,,,,,1237,0.00%,30.05%,69.95%,250324,250324TTNU8686472,TTNU8686472R2925,4,250410,250410R2925,9.738
12/04/2025,4,15,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2534,TTNU8686472,"00394198062500185506
00394198062500185551
00394198062500185575
00394198062500185667
00394198062500185674
00394198062500188644
00394198062500188668
00394198062500193099
00394198062500193112",27,9261,-459,-0.049562682,ROC144916165140,Large Family Pack,9,9??,44,15.22727273,670,6030,6491,1.082KG,0KG,2754,16,0,"9,154.00",,,,,,,,,,,2769.8,0.00%,29.91%,70.09%,250324,250324TTNU8686472,TTNU8686472R2534,4,250412,250412R2534,9.738
13/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,TTNU8686472,"00394198062500193235
00394198062500193297
00394198062500193624
00394198062500193631
00394198062500193655
00394198062500194676",18,6178,-302,-0.048883134,Rockit Apple SFP,Small Family Pack,11,11?1,65,9.615384615,625,6875,4355.2KG,0.602727273KG,211.45KG,1812,11,0,"9,545.00",,,,,,,,,,,1822.8,3.42%,29.50%,67.07%,250324,250324TTNU8686472,TTNU8686472R1230,4,250413,250413R1230,6.63
14/04/2025,4,16,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,TTNU8686472,00394198062500208304,3,1031,-49,-0.047526673,ROC144916165140,Large Family Pack,9,9??,44,1.727272727,76,684,719,1.082KG,0KG,310,2,0,"1,012.00",,,,,,,,,,,312,0.00%,30.26%,69.74%,250324,250324TTNU8686472,TTNU8686472R2900,4,250414,250414R2900,9.738
