Repacking Date,Month,Week,WH,Raw material Code,Raw Des,Procesisng Type,Rpin,Container Number,Pallets Number,Count of Cartons/Bins,Total Bin Weight KG,Shrinkage Kgs,Shrinkage %,FG Code,FG Des,Units/carton,FG Specification,Carton/Pallet,FG Pallets,FG Carton,FG Unit,FG Weight,FG Standard Weight,Overweight KG,Defects KG,Rotted KG,Defect rate,Labor cost,FG Sample,Puntures,The Rate of Spoilted ,Bruise,The Rate of Cosmetic,JA Sample,Export Fruit,The Rate of Export Fruit,Remark,Processing Number,Juice Apple(KG),The Rate of Overweight KG,The Rate of Juice Apple(KG),Packout,Arrival Date,Arrival Date&Container Number,Container&RPIN,Month,DATE,Date&Rpin,Standard weight
29/04/2025,4,18,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,SZLU9379428,"00394198062500261538
00394198062500261736
00394198062500271605
00394198062500272275
00394198062500272329
00394198062500272336",18,6256,-224,-0.035805627,ROC144916165140,Large Family Pack,9,9??,44,9.931818182,437,3933,4236,1.082KG,0KG,1972,48,0,"6,072.00",800,4,0.50%,2,0.30%,800,1,0.10%,,,2020,0.00%,32.29%,67.71%,250413,250413SZLU9379428,SZLU9379428R1149,4,250429,250429R1149,9.738
28/04/2025,4,18,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,SZLU9379428,"00394198062500245057
00394198062500245125
00394198062500245156
00394198062500247808
00394198062500247822
00394198062500251218
00394198062500259726
00394198062500259764",24,8334,-306,-0.036717063,ROC144916165140,Large Family Pack,9,9??,44,13.79545455,607,5463,5322,1.082KG,0KG,2952,60,0,"8,349.00",1200,5,0.40%,3,0.30%,1200,2,0.20%,,,3012,0.00%,36.14%,63.86%,250413,250413SZLU9379428,SZLU9379428R1230,4,250428,250428R1230,9.738
29/04/2025,4,18,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,SZLU9379428,00394198062500229507,2,688,-32,-0.046511628,ROC144916165140,Large Family Pack,9,9??,44,1.090909091,48,432,435,1.082KG,0KG,250,3,0,690,100,0,0.00%,1,1.00%,100,0,0.00%,,,253.4,0.00%,36.83%,63.17%,250413,250413SZLU9379428,SZLU9379428R2886,4,250429,250429R2886,9.738
23/04/2025,4,17,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,TEMU9558473,"00394198062500260142
00394198062500245132
00394198062500245149
00394198062500245170
00394198062500251065
00394198062500251102
00394198062500251119
00394198062500251126
00394198062500251157
00394198062500251201
00394198062500251249",33,11345,-535,-0.047157338,ROC144916165140,Large Family Pack,9,9??,44,17.88636364,787,7083,7399,1.082KG,0KG,3876,70,0,"11,109.00",1800,4,0.20%,2,0.10%,1800,1,0.10%,,,3946,0.00%,34.78%,65.22%,250413,250413TEMU9558473,TEMU9558473R1230,4,250423,250423R1230,9.738
25/04/2025,4,17,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,TEMU9558473,"00394198062500251256
00394198062500251317
00394198062500251331
00394198062500251355
00394198062500251362
00394198062500251409
00394198062500259788
00394198062500259825
00394198062500260128",27,9315,-405,-0.043478261,ROC144916165140,Large Family Pack,9,9??,44,15.97727273,703,6327,5461,1.082KG,0KG,3787,67,0,"9,729.00",1500,3,0.20%,3,0.20%,1500,0,0.00%,,,3854,0.00%,41.37%,58.63%,250413,250413TEMU9558473,TEMU9558473R1230,4,250425,250425R1230,9.738
4/05/2025,5,19,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,FBIU5332829,"00394198062500400982
00394198062500400999",6,1975,-185,0,Rockit Apple SFP,Small Family Pack,11,11??,65,3.092307692,201,2211,1301,0.602727273KG,0KG,670,4,0,"2,944.00",800,0,0.00%,1,0.10%,800,0,0.00%,,,673.7,0.00%,34.11%,65.89%,250418,250418FBIU5332829,FBIU5332829R1149,5,250504,250504R1149,6.63
6/05/2025,5,19,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,FBIU5332829,"00394198062500295304
00394198062500300848
00394198062500300855
00394198062500302484",10,3380,-220,-0.065088757,ROC144916165140,Large Family Pack,9,9??,44,5.227272727,230,2070,2061,1.082KG,0KG,1316,3,0,"3,266.00",1000,1,0.10%,1,0.10%,1000,1,0.10%,,,1319,0.00%,39.02%,60.98%,250418,250418FBIU5332829,FBIU5332829R1580,5,250506,250506R1580,9.738
7/05/2025,5,19,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,FBIU5332829,"00394198062500302484
00394198062500302507
00394198062500302521
00394198062500379653
00394198062500381915",14,5091,51,0.010017678,Rockit Apple SFP,Small Family Pack,11,11??,65,8.369230769,544,5984,3607,0.602727273KG,0.28KG,1484,0,0,"8,556.00",1500,2,0.10%,3,0.20%,1500,1,0.10%,,,1484,0.01%,29.15%,70.85%,250418,250418FBIU5332829,FBIU5332829R1580,5,250507,250507R1580,6.63
8/05/2025,5,19,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,FBIU5332829,"00394198062500382196
00394198062500382219
00394198062500392843
00394198062500400548",10,3432,-168,-0.048951049,ROC144916165140,Large Family Pack,9,9??,44,5.227272727,230,2070,1989,1.082KG,0KG,1441,3,0,"3,266.00",600,2,0.30%,2,0.30%,600,0,0.00%,,,1443.1,0.00%,42.05%,57.95%,250418,250418FBIU5332829,FBIU5332829R1580,5,250508,250508R1580,9.738
6/05/2025,5,19,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2850,FBIU5332829,"00394198062500400203
00394198062500400418",5,1581,-219,-0.138519924,ROC144916165140,Large Family Pack,9,9??,44,2.5,110,990,823,1.082KG,0KG,756,3,0,"1,564.00",200,1,0.50%,0,0.00%,200,0,0.00%,,,758.5,0.00%,47.98%,52.02%,250418,250418FBIU5332829,FBIU5332829R2850,5,250506,250506R2850,9.738
3/05/2025,5,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2919,FBIU5332829,00394198062500440810,3,1053.5,-26.5,-0.025154248,ROC144916165140,Large Family Pack,9,9??,44,1.659090909,73,657,701,1.082KG,0KG,350,3,0,"1,035.00",100,0,0.00%,1,1.00%,100,0,0.00%,,,353,0.00%,33.51%,66.49%,250418,250418FBIU5332829,FBIU5332829R2919,5,250503,250503R2919,9.738
16/05/2025,5,20,SZ,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2850,PCIU6141958,00394198062500400395,3,1052,-28,-0.02661597,ROC08016563117,63/5t,16,63/5T*16,112,1.160714286,130,2080,773.5KG,0.44KG,0KG,266KG,12.5KG,0.26473384KG,1104,300,1,0.30%,0,0.00%,300,0,0.00%,,,278.5,0.00%,26.47%,73.53%,250418,250418PCIU6141958,PCIU6141958R2850,5,250516,250516R2850,7.04
16/05/2025,5,20,SZ,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2919,PCIU6141958,‘00394198062500447055,3,1040,-40,-0.038461538,ROC08016563117,63/5t,16,63/5T*16,112,1.1875,133,2128,761.5KG,0.44KG,0KG,266KG,12.5KG,0.267788462KG,1104,300,0,0.00%,1,0.30%,300,0,0.00%,,,278.5,0.00%,26.78%,73.22%,250418,250418PCIU6141958,PCIU6141958R2919,5,250516,250516R2919,7.04
2/05/2025,5,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,PCIU6141958,00394198062500401767,3,1056,-24,-0.022727273,ROC144916165140,Large Family Pack,9,9??,44,1.704545455,75,675,728,1.082KG,0KG,325,3,0,"1,035.00",200,1,0.50%,1,0.50%,200,0,0.00%,,,328,0.00%,31.06%,68.94%,250418,250418PCIU6141958,PCIU6141958R1149,5,250502,250502R1149,9.738
2/05/2025,5,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,PCIU6141958,"00394198062500260326
00394198062500260418",6,2035,-125,-0.061425061,ROC144916165140,Large Family Pack,9,9??,44,2.886363636,127,1143,1232,1.082KG,0KG,800,3,0,"1,863.00",400,1,0.30%,0,0.00%,400,0,0.00%,,,803,0.00%,39.46%,60.54%,250418,250418PCIU6141958,PCIU6141958R1230,5,250502,250502R1230,9.738
3/05/2025,5,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,PCIU6141958,"00394198062500309056
00394198062500367308
00394198062500367346",9,3165,-75,-0.023696682,ROC144916165140,Large Family Pack,9,9??,44,5.227272727,230,2070,2196,1.082KG,0KG,966,3,0,"1,012.00",1300,7,0.50%,8,0.60%,1300,0,0.00%,,,969,0.00%,30.62%,69.38%,250418,250418PCIU6141958,PCIU6141958R1580,5,250503,250503R1580,9.738
28/04/2025,4,18,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1580,MNBU4346931,"00394198062500292228
00394198062500300862
00394198062500300886
00394198062500302910",12,4213,-107,-0.025397579,ROC08016563117,63/5t,16,63/5T*16,112,3.955357143,443,7088,3293,0.44KG,174.28KG,920,,0,"3,795.00",1200,1,0.10%,1,0.10%,1200,1,0.10%,,,920,4.14%,21.84%,74.03%,250417,250417MNBU4346931,MNBU4346931R1580,4,250428,250428R1580,7.04
29/04/2025,4,18,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1580,MNBU4346931,"00394198062500302910
00394198062500302927",2,629.5,-90.5,-0.143764893,,63/1,32,32??,208,1,160,5120,390,0.0978125KG,0KG,240,,0,"1,012.00",100,0,0.00%,0,0.00%,100,0,0.00%,,,240,0.00%,38.13%,61.87%,250417,250417MNBU4346931,MNBU4346931R1580,4,250429,250429R1580,3.13
9/05/2025,5,19,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1580,MNBU4346931,"00394198062500302927
00394198062500304082
00394198062500306857",6,2083,-77,-0.036965915,,63/3*8,8,63/3*8,234,3,742,5936,1323,0.5275KG,0KG,758,3,0,"4,278.00",1500,2,0.10%,2,0.10%,1500,2,0.10%,,,760.5,0.00%,36.51%,63.49%,250417,250417MNBU4346931,MNBU4346931R1580,5,250509,250509R1580,4.22
11/05/2025,5,20,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1580,MNBU4346931,"00394198062500306857
00394198062500306871
00394198062500314456
00394198062500315057
00394198062500315071",11,3931,-29,-0.007377258,,67/5,15,67/5*15,112,3,345,5175,2799,0.555KG,0KG,1130,3,0,"3,128.00",1300,2,0.20%,1,0.10%,1300,1,0.10%,,,1132.5,0.00%,28.81%,71.19%,250417,250417MNBU4346931,MNBU4346931R1580,5,250511,250511R1580,8.325
16/05/2025,5,20,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1580,MNBU4346931,00394198062500315071,2,743,23,0,,67/5,15,67/5*15,112,1,66,990,520,0.555KG,0KG,220,3,0,598,100,0,0.00%,0,0.00%,100,0,0.00%,,,223,0.00%,30.01%,69.99%,250417,250417MNBU4346931,MNBU4346931R1580,5,250516,250516R1580,8.325
16/05/2025,5,20,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1936,MNBU4346931,00394198062500400401,1,352,-8,-0.022727273,,67/5,15,67/5*15,112,0,33,495,244,0.555KG,0KG,107,0,0,276,100,0,0.00%,0,0.00%,100,0,0.00%,,,107.88,0.00%,30.65%,69.35%,250417,250417MNBU4346931,MNBU4346931R1936,5,250516,250516R1936,8.325
16/05/2025,5,20,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2850,MNBU4346931,00394198062500400401,2,1052,332,0.315589354,,67/5,15,67/5*15,112,1,101,1515,729,0.555KG,0KG,322,0,0,828,100,0,0.00%,0,0.00%,100,0,0.00%,,,322.81,0.00%,30.69%,69.31%,250417,250417MNBU4346931,MNBU4346931R2850,5,250516,250516R2850,8.325
16/05/2025,5,20,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2879,MNBU4346931,"00394198062500284926
00394198062500287866",6,2070,-90,-0.043478261,,67/5,15,67/5*15,112,2,187,2805,1425,0.555KG,0KG,645,0,0,"1,656.00",100,0,0.00%,0,0.00%,100,0,0.00%,,,645.21,0.00%,31.17%,68.83%,250417,250417MNBU4346931,MNBU4346931R2879,5,250516,250516R2879,8.325
16/05/2025,5,20,SH,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),Repacking,R1230,MNBU4346931,"00394198062500454725
00394198062500456064",5,1379,-421,-0.305293691,,67/5,15,67/5*15,112,1,128,1920,949,0.555KG,0KG,430,,0,"1,104.00",100,0,0.00%,0,0.00%,100,0,0.00%,,,429.87,0.00%,31.17%,68.83%,250417,250417MNBU4346931,MNBU4346931R1230,5,250516,250516R1230,8.325
11/05/2025,5,20,SH,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),Repacking,R2329,MNBU4346931,"00394198062500447161
00394198062500447185",5,1517KG,-283KG,-0.186552406KG,,67/5,15,67/5*15,112,1.303571429,146,2190,1197,0.555KG,0KG,317,3,0,"1,104.00",100,0,0.00%,0,0.00%,100,0,0.00%,,,319.92,0.00%,21.09%,78.91%,250417,250417MNBU4346931,MNBU4346931R2329,5,250511,250511R2329,8.325
16/05/2025,5,20,SH,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),Repacking,R2329,MNBU4346931,"00394198062500449615
00394198062500454725",5,2369KG,569KG,0.240185732KG,,67/5,15,67/5*15,112,2.044642857,229,3435,1654,0.555KG,0KG,715,,0,"1,932.00",200,2,1.00%,0,0.00%,200,0,0.00%,,,714.66,0.00%,30.17%,69.83%,250417,250417MNBU4346931,MNBU4346931R2329,5,250516,250516R2329,8.325
16/05/2025,5,20,SH,ROC170655067170,Rockit Apple 67mm Export Bin (67/0W),Repacking,R2919,MNBU4346931,00394198062500428108,3,244KG,-836KG,-3.426229508KG,,67/5,15,67/5*15,112,0.196428571,22,330,154,0.555KG,0KG,90,,0,184,100,0,0.00%,1,1.00%,100,0,0.00%,,,90.27,0.00%,37.00%,63.00%,250417,250417MNBU4346931,MNBU4346931R2919,5,250516,250516R2919,8.325
28/04/2025,4,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,MNBU4402207,"00394198062500238066
00394198062500239964
00394198062500239971
00394198062500240007
00394198062500240014
00394198062500240793",18,6236,-244,-0.039127646,ROC144916165140,Large Family Pack,9,9?1,44,9.409090909,414,3726,4546,1.082KG,514.748KG,1683.72,6,0.353506735,"5,750.00",2000,3,0.20%,1,0.10%,2000,2,0.10%,,,1689.72,8.25%,27.10%,64.65%,250407,250407MNBU4402207,MNBU4402207R1230,4,250428,250428R1230,9.738
29/04/2025,4,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,MNBU4402207,"00394198062500240793
00394198062500240830
00394198062500242421",9,3091,-149,-0.048204465,ROC144916165140,Large Family Pack,9,9?1,44,5.340909091,235,2115,2253,1.082KG,0KG,834.57,3,0.27097056,"3,266.00",1200,2,0.20%,2,0.20%,1200,0,0.00%,,,837.57,0.00%,27.10%,72.90%,250407,250407MNBU4402207,MNBU4402207R1230,4,250429,250429R1230,9.738
30/04/2025,4,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,MNBU4402207,"00394198062500259283
00394198062500259306
00394198062500259313
00394198062500259351
00394198062500259375",15,5169,-231,-0.044689495,Rockit Apple SFP,Small Family Pack,11,11??,65,9.092307692,591,6501,3765,0.602727273KG,0KG,1395.63,8,0.271547688,"8,740.00",800,1,0.10%,2,0.30%,800,1,0.10%,,,1403.63,0.00%,27.15%,72.85%,250407,250407MNBU4402207,MNBU4402207R1230,4,250430,250430R1230,6.63
1/05/2025,5,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,"R1230
",MNBU4402207,"00394198062500259382
00394198062500259405
00394198062500259511",6,2071,-89,-0.042974408,ROC144916165140,Large Family Pack,9,9?1,44,3.522727273,155,1395,1509,1.082KG,0KG,559.17,3,0.271448576,"2,162.00",400,1,0.30%,1,0.30%,400,1,0.30%,,,562.17,0.00%,27.14%,72.86%,250407,250407MNBU4402207,"MNBU4402207R1230
",5,250501,"250501R1230
",9.738
1/05/2025,5,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,MNBU4402207,"00394198062500302637
00394198062500302682
00394198062500312353",9,3105,-135,-0.043478261,ROC144916165140,Large Family Pack,9,9?1,44,5.340909091,235,2115,2263,1.082KG,0KG,838.35,4,0.271288245,"3,266.00",300,1,0.30%,0,0.00%,300,0,0.00%,,,842.35,0.00%,27.13%,72.87%,250407,250407MNBU4402207,MNBU4402207R1580,5,250501,250501R1580,9.738
2/05/2025,5,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2879,MNBU4402207,00394198062500287927,3,1038,-42,-0.040462428,ROC144916165140,Large Family Pack,9,9?1,44,1.772727273,78,702,757,1.082KG,0KG,280.26,1,0.270963391,"1,081.00",200,0,0.00%,0,0.00%,200,0,0.00%,,,281.26,0.00%,27.10%,72.90%,250407,250407MNBU4402207,MNBU4402207R2879,5,250502,250502R2879,9.738
19/04/2025,4,16,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1230,TEMU9902779,"00394198062500236307
00394198062500236307
00394198062500245095
00394198062500245163
00394198062500247907
00394198062500251164
00394198062500251188
00394198062500259290
00394198062500259429
00394198062500259740",27,9280,-440,-0.047413793,ROC08016563117,63/5t,16,63/5T*16,112,8.348214286,935,14960,8580.5KG,0.44KG,1998.1KG,692KG,7.5Kg,0.290689655Kg,8165,1500,4,0.30%,2,0.10%,1500,2,0.10%,,,699.5,21.53%,7.54%,70.93%,250407,250407TEMU9902779,TEMU9902779R1230,4,250419,250419R1230,7.04
25/04/2025,4,17,SH,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2886,TEMU9902779,00394198062500224571,3,1035,-45,-0.043478261,ROC08016563117,63/5t,16,63/5T*16,112,1.017857143,114,1824,956KG,0.44KG,153.44KG,78KG,1Kg,0.22457971Kg,943,100,0,0.00%,1,1.00%,100,0,0.00%,,,79,14.83%,7.63%,77.54%,250407,250407TEMU9902779,TEMU9902779R2886,4,250425,250425R2886,7.04
